-37.951973	144.368273
-37.915112	144.378189
-37.904957	144.291536
-37.963388	144.459146
-37.838924	144.345625
-37.849375	144.326555
-37.950341	144.368653
-37.94966	144.367257
-37.964861	144.458077
-37.963814	144.45689
-37.86334	144.342411
-37.899285	144.307428
-37.903138	144.292137
-37.915292	144.378197
-37.901292	144.287279
-37.90423	144.291731
-37.849188	144.326774
-37.945732	144.42214
-37.838403	144.34492
-37.950959	144.365951
-37.900352	144.307931
-37.890891	144.387084
-37.965907	144.459264
-37.901832	144.287303
-37.889226	144.388599
-37.914758	144.377945
-37.93238	144.447454
-37.848571	144.329473
-37.840755	144.344572
-37.83839	144.345373
-37.904578	144.292201
-37.837844	144.345576
-37.849355	144.327236
-37.901974	144.288674
-37.946879	144.426061
-37.889252	144.387691
-37.88722	144.389417
-37.964707	144.45716
-37.905638	144.292931
-37.904609	144.291066
-37.943605	144.371076
-37.839116	144.345179
-37.88668	144.376888
-37.963488	144.455737
-37.966473	144.458381
-37.966327	144.457236
-37.887934	144.389677
-37.862781	144.343068
-37.965174	144.459685
-37.901582	144.289794
-37.863359	144.34173
-37.964507	144.457833
-37.887046	144.376677
-37.837169	144.343955
-37.904514	144.294472
-37.915118	144.377962
-37.83947	144.345422
-37.862954	144.343303
-37.863674	144.343335
-37.945833	144.424875
-37.90281	144.290985
-37.964534	144.456924
-37.8874	144.389425
-37.901762	144.289802
-37.913204	144.3756
-37.889386	144.376784
-37.96616	144.456773
-37.88798	144.388088
-37.963855	144.455527
-37.962641	144.460021
-37.887947	144.389223
-37.864979	144.341804
-37.900179	144.307695
-37.962841	144.459348
-37.96596	144.457446
-37.838416	144.344466
-37.848411	144.328784
-37.951139	144.365959
-37.891712	144.377345
-37.889399	144.388835
-37.962521	144.457967
-37.849201	144.32632
-37.95234	144.368062
-37.88814	144.388777
-37.96534	144.460148
-37.864754	144.343384
-37.84913	144.328817
-37.88578	144.376847
-37.902128	144.289591
-37.951241	144.368694
-37.838217	144.345138
-37.86478	144.342476
-37.880449	144.336365
-37.84985	144.328849
-37.902501	144.289152
-37.864921	144.343846
-37.947819	144.42474
-37.903413	144.288738
-37.951074	144.368232
-37.881163	144.336625
-37.962488	144.459104
-37.963115	144.456175
-37.903928	144.289671
-37.881516	144.336868
-37.914264	144.37633
-37.891892	144.377353
-37.948306	144.426583
-37.905465	144.292696
-37.963521	144.454601
-37.889059	144.388137
-37.904969	144.291082
